5.310286602044579363e-01,7.997606478988612544e-01,2.100325428172861164e-01,1.000000000000000000e+00,1.189023522430807445e+00,3.092147275469356860e-01,6.961257457733154297e-01,5.310286602044579363e-01,7.997606478988612544e-01,5.000000000000000240e-05
6.694930459137952150e-01,8.733140663681050464e-01,2.376278954416881639e-01,1.000000000000000000e+00,1.615311425629776920e+00,2.138504657082091476e-01,6.845484375953674316e-01,6.554440972679022037e-01,8.605384958906295845e-01,5.000000000000000240e-05
7.206805381168809310e-01,9.114545291390016013e-01,3.095064042364827350e-01,1.000000000000000000e+00,1.908857878656276652e+00,1.685446594330601289e-01,6.744113564491271973e-01,7.095422114824545545e-01,8.891689789028540680e-01,5.000000000000000240e-05
7.468385761462075223e-01,9.100226505204185301e-01,2.880559380039016681e-01,1.000000000000000000e+00,1.896311227820463463e+00,1.382940731158381897e-01,6.724375486373901367e-01,7.344069329377953537e-01,8.994562219927075830e-01,5.000000000000000240e-05
7.462947357450229191e-01,9.224881593176451622e-01,3.230762556977010425e-01,1.000000000000000000e+00,2.011024203534164112e+00,1.134338629873175436e-01,6.716600656509399414e-01,7.458954611788813915e-01,9.115349908031745718e-01,5.000000000000000240e-05
7.807197761222898214e-01,9.351487844320235387e-01,3.229276835470694107e-01,1.000000000000000000e+00,2.142924386095915512e+00,9.344681013459549268e-02,6.682623028755187988e-01,7.529477620781829250e-01,9.206453645059742286e-01,5.000000000000000240e-05
7.320147480313083932e-01,9.210494383390939177e-01,3.167748982333664087e-01,1.000000000000000000e+00,1.997104144901832079e+00,7.936082426038451598e-02,6.690246462821960449e-01,7.564492088609592324e-01,9.243431467546484592e-01,5.000000000000000240e-05
7.722982739570262156e-01,9.364532891110162183e-01,3.217952761024494568e-01,1.000000000000000000e+00,2.157615530055380315e+00,6.326665300735853648e-02,6.656450033187866211e-01,7.620162333801404619e-01,9.284685878836779205e-01,5.000000000000000240e-05
7.627223640376327163e-01,9.119165470223787873e-01,2.826002804510806543e-01,1.000000000000000000e+00,1.912938474906466402e+00,5.196755488676236406e-02,6.644110679626464844e-01,7.642471090176078397e-01,9.296219318413383448e-01,5.000000000000000240e-05
7.411539911223218313e-01,9.295136655243432244e-01,3.044317590129019258e-01,1.000000000000000000e+00,2.081974867611936730e+00,4.519012856780361964e-02,6.629741787910461426e-01,7.651629291672993327e-01,9.301647380807427368e-01,5.000000000000000240e-05
