FileName,Full_Path,Label_0.5,Label_0.8,Speech_prob,Mammal_prob,Silence_prob,Stream_prob,Aircraft_prob,Frog_prob,Cicada_prob,Insect_prob,Rain_prob,Wind_prob,Bird_prob,Owl_prob
GWB02_20250221_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250221_010000.wav,None,None,0.0507,0.0011,0.0162,0.0062,0.0058,0.0006,0.1704,0.0018,0.0175,0.0054,0.0036,0.0003
GWB02_20250224_050000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250224_050000.wav,None,None,0.2279,0.0032,0.0172,0.0021,0.0486,0.0027,0.0171,0.0148,0.0012,0.1172,0.0731,0.0001
GWB02_20250223_233000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250223_233000.wav,None,None,0.3901,0.0057,0.015,0.0042,0.0478,0.0053,0.0439,0.0264,0.0013,0.0541,0.0565,0.0003
GWB02_20250314_153000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250314_153000.wav,None,None,0.2103,0.0017,0.0456,0.0028,0.0028,0.0074,0.0534,0.0925,0.0011,0.4782,0.1468,0.0007
GWB02_20250326_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB02_20250326_184500.wav,None,None,0.3424,0.0014,0.0465,0.0064,0.0097,0.0031,0.4294,0.0098,0.0265,0.0027,0.0123,0.0009
GWB02_20250501_151500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB02_20250501_151500.wav,None,None,0.0952,0.0034,0.0115,0.0147,0.0278,0.003,0.2158,0.1769,0.0034,0.1713,0.071,0.0008
GWB02_20250622_144500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB02_20250622_144500.wav,None,None,0.4541,0.0009,0.005,0.0035,0.0093,0.0062,0.1218,0.3757,0.0003,0.1876,0.1259,0.0002
GWB02_20250625_221500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB02_20250625_221500.wav,None,None,0.3055,0.003,0.043,0.0263,0.0284,0.0055,0.4348,0.0065,0.0307,0.0012,0.0113,0.002
GWB02_20250706_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB02_20250706_220000.wav,None,None,0.2321,0.0036,0.0818,0.0121,0.0078,0.005,0.0982,0.0188,0.0161,0.0511,0.0293,0.0011
GWB02_20241228_171500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB02_20241228_171500.wav,None,None,0.1188,0.0026,0.0235,0.0277,0.0053,0.0012,0.0831,0.0071,0.0016,0.1843,0.0213,0.0003
GWB03_20250310_141500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250310_141500.wav,None,None,0.3338,0.0012,0.0192,0.0071,0.02,0.0014,0.0922,0.0173,0.0025,0.0147,0.0025,0.0002
GWB03_20250503_201500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB03_20250503_201500.wav,None,None,0.0188,0.0007,0.0158,0.0097,0.0057,0.0011,0.1373,0.0018,0.0149,0.0295,0.006,0.0003
GWB03_20250725_104500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB03_20250725_104500.wav,Wind,None,0.0393,0.0012,0.0058,0.0028,0.0136,0.001,0.1278,0.0769,0.0029,0.5409,0.434,0.0005
GWB03_20241206_104500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB03_20241206_104500.wav,None,None,0.1822,0.0019,0.0183,0.045,0.0351,0.0061,0.0954,0.0698,0.0052,0.0546,0.0739,0.0016
GWB07_20250405_003000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250405_003000.wav,None,None,0.1125,0.0011,0.0148,0.2468,0.0672,0.0154,0.0728,0.2219,0.0005,0.0086,0.0091,0.0014
GWB07_20250402_024500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250402_024500.wav,Cicada,None,0.0469,0.0009,0.0157,0.0108,0.0102,0.0025,0.6713,0.0049,0.0067,0.0002,0.003,0.0004
GWB07_20250402_040000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250402_040000.wav,Cicada,Cicada,0.0462,0.0029,0.0346,0.0199,0.0111,0.0041,0.8087,0.002,0.003,0.0027,0.0152,0.0004
GWB07_20250422_074500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250422_074500.wav,None,None,0.2862,0.0034,0.0718,0.0592,0.0215,0.0566,0.1287,0.3089,0.0019,0.0273,0.0683,0.0044
GWB07_20250403_144500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250403_144500.wav,None,None,0.2111,0.0036,0.1537,0.0985,0.0546,0.0566,0.2499,0.2045,0.0048,0.0122,0.0181,0.0035
GWB07_20250423_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250423_191500.wav,None,None,0.1319,0.002,0.0522,0.1637,0.1734,0.0147,0.3777,0.3077,0.0007,0.0241,0.0081,0.0012
GWB07_20250406_203000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB07_20250406_203000.wav,None,None,0.2748,0.003,0.038,0.018,0.0647,0.0031,0.0771,0.0268,0.0013,0.049,0.0477,0.0008
GWB07_20250425_230000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250425_230000.wav,None,None,0.3343,0.0013,0.0375,0.0097,0.0196,0.0089,0.0914,0.2721,0.0011,0.0814,0.0125,0.0024
GWB07_20250518_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250518_010000.wav,None,None,0.4313,0.0005,0.0308,0.0345,0.0051,0.0246,0.0263,0.102,0.0011,0.0005,0.0012,0.0058
GWB07_20250512_030000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250512_030000.wav,None,None,0.2673,0.0019,0.0782,0.0184,0.0255,0.0052,0.0444,0.0187,0.0161,0.0058,0.0245,0.0011
GWB07_20250523_043000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250523_043000.wav,Wind,None,0.1779,0.0013,0.015,0.0123,0.0146,0.0024,0.0446,0.2084,0.0004,0.5149,0.1568,0.0005
GWB07_20250519_071500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250519_071500.wav,None,None,0.2431,0.0031,0.0239,0.0247,0.0209,0.0149,0.0759,0.2115,0.0015,0.1807,0.1443,0.0025
GWB07_20250518_133000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250518_133000.wav,Cicada,None,0.4568,0.0067,0.0728,0.0812,0.031,0.0393,0.5314,0.0671,0.0021,0.0057,0.0404,0.0038
GWB07_20250523_143000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250523_143000.wav,Speech,None,0.5199,0.0019,0.0091,0.0611,0.1356,0.0201,0.0901,0.4517,0.0003,0.0028,0.0158,0.0004
GWB07_20250503_161500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250503_161500.wav,None,None,0.0523,0.0014,0.0159,0.028,0.0247,0.0009,0.0694,0.0103,0.0011,0.1089,0.0173,0.0003
GWB07_20250511_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250511_191500.wav,None,None,0.1516,0.0019,0.0693,0.0118,0.0315,0.0275,0.3153,0.0306,0.3068,0.0023,0.0516,0.0056
GWB07_20250502_211501,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250502_211501.wav,None,None,0.164,0.0015,0.0745,0.0181,0.0448,0.0086,0.1174,0.2142,0.005,0.0407,0.0482,0.0013
GWB07_20250524_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250524_234500.wav,None,None,0.2615,0.0022,0.0198,0.0301,0.0298,0.0036,0.0833,0.078,0.0015,0.14,0.0673,0.0006
GWB07_20250607_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250607_001500.wav,Insect,Insect,0.2069,0.0006,0.0194,0.0118,0.0265,0.0375,0.0681,0.813,0.0153,0.0005,0.0024,0.0029
GWB07_20250621_004500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250621_004500.wav,None,None,0.0314,0.001,0.0018,0.0108,0.0139,0.0011,0.024,0.03,0.0015,0.4925,0.0249,0.0001
GWB07_20250609_023000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250609_023000.wav,None,None,0.3146,0.0004,0.0185,0.0091,0.007,0.0046,0.0732,0.1272,0.0049,0.0018,0.0028,0.001
GWB07_20250606_031500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250606_031500.wav,Insect,None,0.1771,0.0007,0.0209,0.0344,0.0158,0.051,0.0638,0.7169,0.0015,0.0004,0.0036,0.0037
GWB07_20250606_170000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250606_170000.wav,None,None,0.1171,0.0015,0.0287,0.0107,0.0264,0.0098,0.1178,0.084,0.0054,0.1957,0.0836,0.0012
GWB07_20250623_193000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250623_193000.wav,Speech,None,0.5351,0.002,0.0091,0.0397,0.0258,0.1386,0.1614,0.4418,0.0011,0.0003,0.0016,0.0042
GWB07_20250622_203000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250622_203000.wav,None,None,0.4444,0.0003,0.01,0.0133,0.0031,0.0032,0.1327,0.0205,0.0011,0.0007,0.0023,0.0005
GWB07_20250607_231500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250607_231500.wav,None,None,0.2079,0.0006,0.0225,0.0275,0.0391,0.0527,0.1735,0.3911,0.0154,0.0,0.0007,0.0036
GWB07_20250723_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250723_010000.wav,None,None,0.1503,0.0006,0.0072,0.1307,0.0053,0.0016,0.0506,0.0106,0.0003,0.0024,0.0014,0.0009
GWB07_20250713_021500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB07_20250713_021500.wav,None,None,0.1105,0.0013,0.0192,0.063,0.0317,0.0006,0.0994,0.0026,0.001,0.0191,0.0129,0.0003
GWB07_20250724_040000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250724_040000.wav,Speech,None,0.59,0.0006,0.0345,0.0159,0.0083,0.0008,0.103,0.0525,0.0013,0.0035,0.0032,0.0004
GWB07_20250729_060000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250729_060000.wav,None,None,0.2401,0.0046,0.0139,0.0052,0.0117,0.0049,0.1723,0.1408,0.005,0.2806,0.1715,0.0012
GWB07_20250705_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB07_20250705_100000.wav,None,None,0.2695,0.0088,0.0984,0.0091,0.014,0.1631,0.1497,0.1184,0.0003,0.0014,0.04,0.0286
GWB07_20250704_123000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB07_20250704_123000.wav,Wind,None,0.1154,0.0008,0.0013,0.0153,0.0047,0.0005,0.1307,0.031,0.0003,0.594,0.0731,0.0001
GWB07_20250722_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250722_191500.wav,"Speech,Cicada",None,0.6154,0.0214,0.0193,0.09,0.032,0.0165,0.7659,0.446,0.0012,0.0085,0.0189,0.0004
GWB07_20250705_211500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB07_20250705_211500.wav,Speech,None,0.6527,0.0007,0.0051,0.016,0.0044,0.031,0.0741,0.1689,0.0071,0.0002,0.0005,0.0053
GWB07_20250716_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250716_234500.wav,None,None,0.0696,0.0017,0.0142,0.0844,0.0276,0.0008,0.0412,0.0041,0.0003,0.05,0.0099,0.0001
GW03_20250516_231500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW03_20250516_231500.wav,None,None,0.2979,0.0046,0.0249,0.0291,0.0259,0.0029,0.0677,0.0194,0.0032,0.026,0.0186,0.0023
GWB02_20250122_144500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-009\GW_CheckAudio\GWB02_20250122_144500.wav,"Speech,Cicada",None,0.5843,0.0033,0.0259,0.0038,0.0693,0.0067,0.5392,0.0227,0.1452,0.0004,0.0316,0.0006
GWB02_20250219_090000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250219_090000.wav,None,None,0.1352,0.0013,0.0145,0.0449,0.0104,0.0004,0.062,0.0028,0.0012,0.0299,0.012,0.0002
GWB02_20250221_150000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250221_150000.wav,None,None,0.0508,0.0012,0.0237,0.0211,0.0062,0.0004,0.1286,0.001,0.0053,0.0221,0.0048,0.0002
GWB02_20250208_171500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20250208_171500.wav,None,None,0.2297,0.0012,0.0108,0.0158,0.0205,0.0009,0.0562,0.027,0.0019,0.0182,0.0114,0.0005
GWB02_20250404_231500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB02_20250404_231500.wav,None,None,0.343,0.0019,0.0261,0.0435,0.0241,0.0053,0.0963,0.0363,0.0068,0.0046,0.0107,0.0023
GWB02_20250716_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB02_20250716_001500.wav,None,None,0.0554,0.0014,0.0057,0.0281,0.0164,0.0009,0.1017,0.0047,0.0022,0.0313,0.0081,0.0005
GWB02_20241110_210000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB02_20241110_210000.wav,None,None,0.1098,0.0019,0.0529,0.0245,0.007,0.0014,0.3576,0.0023,0.0264,0.0025,0.0051,0.001
GWB02_20241109_223000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB02_20241109_223000.wav,None,None,0.0584,0.0013,0.0164,0.0664,0.0076,0.0011,0.0686,0.0044,0.0025,0.0197,0.0077,0.0006
GWB02_20241231_073000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB02_20241231_073000.wav,None,None,0.128,0.0014,0.0177,0.0079,0.0251,0.0006,0.2138,0.0105,0.0048,0.0319,0.0203,0.0006
GWB02_20241211_110000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB02_20241211_110000.wav,None,None,0.0905,0.0021,0.0153,0.0289,0.0212,0.0006,0.279,0.0054,0.0068,0.0102,0.0139,0.0007
GWB02_20241204_121500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB02_20241204_121500.wav,None,None,0.0556,0.0013,0.0259,0.0311,0.0143,0.0005,0.1797,0.0017,0.0052,0.0071,0.0057,0.0003
GWB03_20250116_013000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-009\GW_CheckAudio\GWB03_20250116_013000.wav,None,None,0.0105,0.0009,0.0205,0.0259,0.0073,0.0005,0.0896,0.0007,0.0258,0.0069,0.002,0.0003
GWB03_20250219_050000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250219_050000.wav,None,None,0.0836,0.001,0.0138,0.1049,0.0252,0.0034,0.0524,0.0465,0.0064,0.0187,0.0181,0.0013
GWB03_20250221_073000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250221_073000.wav,None,None,0.0146,0.0006,0.0208,0.0334,0.0051,0.0004,0.0771,0.0011,0.0045,0.0385,0.0034,0.0002
GWB03_20250218_084500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250218_084500.wav,None,None,0.1539,0.0015,0.0534,0.0589,0.0359,0.0088,0.1153,0.0956,0.0079,0.0319,0.0341,0.0053
GWB03_20250225_150000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250225_150000.wav,Insect,None,0.4185,0.0002,0.0004,0.0076,0.002,0.0064,0.0041,0.501,0.0049,0.0569,0.0046,0.0001
GWB03_20250217_160000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250217_160000.wav,None,None,0.0228,0.0004,0.0083,0.036,0.0051,0.0005,0.0781,0.0034,0.0024,0.0596,0.007,0.0002
GWB03_20250217_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250217_191500.wav,None,None,0.026,0.001,0.0179,0.0267,0.0066,0.0004,0.1518,0.001,0.004,0.0165,0.0037,0.0003
GWB03_20250221_213000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250221_213000.wav,None,None,0.0254,0.0014,0.0216,0.0146,0.0196,0.0007,0.1741,0.0028,0.0064,0.0383,0.0112,0.0006
GWB03_20250210_223000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250210_223000.wav,None,None,0.0278,0.0016,0.0289,0.0059,0.0464,0.0021,0.0255,0.0265,0.0066,0.0787,0.0231,0.0003
GWB03_20250311_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250311_010000.wav,None,None,0.0942,0.0019,0.0218,0.0374,0.0279,0.0043,0.0809,0.034,0.0077,0.0425,0.0315,0.0018
GWB03_20250311_193000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250311_193000.wav,None,None,0.0265,0.0011,0.0291,0.027,0.0294,0.0014,0.0745,0.0118,0.0044,0.0296,0.0119,0.0005
GWB03_20250323_200000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB03_20250323_200000.wav,None,None,0.1102,0.0021,0.0281,0.0323,0.0521,0.0042,0.0821,0.0337,0.0051,0.0304,0.0354,0.0017
GWB03_20250308_224500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB03_20250308_224500.wav,None,None,0.0785,0.0006,0.0105,0.0108,0.0203,0.0034,0.0558,0.029,0.009,0.2029,0.0202,0.0004
GWB03_20250404_003000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB03_20250404_003000.wav,None,None,0.0213,0.0009,0.0142,0.028,0.0415,0.0009,0.0456,0.0123,0.0038,0.0872,0.0189,0.0005
GWB03_20250421_031500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB03_20250421_031500.wav,None,None,0.0919,0.0013,0.024,0.0248,0.0304,0.0019,0.0962,0.0313,0.0039,0.0349,0.0189,0.001
GWB03_20250404_163000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB03_20250404_163000.wav,None,None,0.0664,0.0004,0.0139,0.03,0.0134,0.0004,0.0747,0.0056,0.0009,0.0389,0.0066,0.0001
GWB03_20250402_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB03_20250402_184500.wav,None,None,0.0546,0.0007,0.0138,0.0121,0.008,0.0004,0.1338,0.0026,0.0035,0.027,0.0102,0.0002
GWB03_20250406_211500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB03_20250406_211500.wav,None,None,0.0225,0.0011,0.0178,0.012,0.0225,0.0007,0.0823,0.0055,0.0073,0.0541,0.0165,0.0006
GWB03_20250415_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB03_20250415_220000.wav,None,None,0.0643,0.001,0.0303,0.0124,0.0262,0.0023,0.0685,0.0371,0.008,0.048,0.0203,0.0012
GWB03_20250501_000000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB03_20250501_000000.wav,None,None,0.0152,0.001,0.026,0.0429,0.0083,0.0007,0.0839,0.0039,0.0033,0.0276,0.0048,0.0004
GWB03_20250528_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB03_20250528_034500.wav,None,None,0.0198,0.0009,0.0169,0.0138,0.0099,0.0005,0.112,0.0021,0.01,0.0305,0.0074,0.0005
GWB03_20241218_193000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB03_20241218_193000.wav,None,None,0.1946,0.0007,0.0116,0.0139,0.0028,0.0004,0.0463,0.005,0.0019,0.0267,0.0167,0.0002
GWB07_20250410_014500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB07_20250410_014500.wav,None,None,0.0437,0.0012,0.025,0.3241,0.0598,0.0118,0.109,0.262,0.0019,0.0389,0.0108,0.0018
GWB07_20250413_030000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB07_20250413_030000.wav,None,None,0.0595,0.0008,0.0105,0.0382,0.0041,0.0019,0.4407,0.0028,0.0022,0.0059,0.0045,0.0003
GWB07_20250401_200000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250401_200000.wav,None,None,0.0285,0.0013,0.0113,0.0476,0.0393,0.001,0.0366,0.0099,0.0008,0.0376,0.0193,0.0003
GWB07_20250401_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB07_20250401_220000.wav,None,None,0.0756,0.0013,0.0157,0.017,0.0291,0.0016,0.1051,0.0203,0.0028,0.0152,0.0186,0.0006
GWB07_20250531_003000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250531_003000.wav,None,None,0.4048,0.0011,0.0198,0.0126,0.0158,0.0794,0.0147,0.2118,0.0066,0.062,0.0565,0.0014
GWB07_20250517_031500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250517_031500.wav,Speech,None,0.5478,0.0005,0.0115,0.0038,0.0087,0.021,0.052,0.2528,0.0189,0.0056,0.0018,0.004
GWB07_20250501_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250501_184500.wav,Speech,None,0.5569,0.0007,0.0043,0.0262,0.0278,0.0096,0.0426,0.4959,0.001,0.0022,0.0077,0.0006
GWB07_20250504_211500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250504_211500.wav,None,None,0.2894,0.002,0.0165,0.0223,0.0033,0.2092,0.1494,0.1067,0.006,0.0009,0.0005,0.0068
GWB07_20250510_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB07_20250510_220000.wav,None,None,0.3845,0.0008,0.0127,0.027,0.0263,0.0393,0.0297,0.4107,0.0015,0.0014,0.0031,0.0012
GWB07_20250601_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB07_20250601_010000.wav,Wind,None,0.1526,0.0018,0.0167,0.0064,0.0207,0.0078,0.008,0.0604,0.0007,0.5288,0.0912,0.0003
GWB07_20250607_214500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB07_20250607_214500.wav,None,None,0.3004,0.0006,0.016,0.0402,0.0117,0.0018,0.0585,0.0376,0.0003,0.0137,0.0094,0.0003
GWB07_20250701_023000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB07_20250701_023000.wav,None,None,0.1174,0.0003,0.0101,0.0113,0.0043,0.0035,0.05,0.1069,0.0039,0.001,0.0019,0.0003
GWB07_20250728_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB07_20250728_234500.wav,None,None,0.4318,0.0006,0.0444,0.0298,0.015,0.0032,0.0394,0.0654,0.0012,0.0013,0.0028,0.0006
GWU04_20250224_013000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWU04_20250224_013000.wav,None,None,0.148,0.0025,0.0166,0.0245,0.033,0.0025,0.0555,0.0407,0.0041,0.0988,0.043,0.0026
GW01_20250502_093000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW01_20250502_093000.wav,"Cicada,Insect",None,0.1906,0.0137,0.0417,0.0276,0.0557,0.0342,0.5937,0.6952,0.0003,0.0265,0.0639,0.003
GW01_20250514_110000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250514_110000.wav,Cicada,None,0.05,0.0045,0.018,0.0167,0.0139,0.0347,0.7956,0.0411,0.0003,0.0079,0.0128,0.0027
GW01_20250520_114500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250520_114500.wav,Cicada,Cicada,0.0403,0.0013,0.011,0.0041,0.0094,0.0347,0.8911,0.0219,0.0003,0.004,0.0062,0.0017
GW01_20250529_123000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250529_123000.wav,None,None,0.0782,0.0258,0.0153,0.0367,0.0104,0.0374,0.3843,0.0431,0.0876,0.0151,0.0076,0.033
GW01_20250517_143000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250517_143000.wav,Cicada,Cicada,0.0443,0.0009,0.0069,0.0037,0.0122,0.0186,0.9456,0.026,0.0001,0.001,0.0082,0.0008
