FileName,Full_Path,Label_0.5,Label_0.8,Speech_prob,Mammal_prob,Silence_prob,Stream_prob,Aircraft_prob,Frog_prob,Cicada_prob,Insect_prob,Rain_prob,Wind_prob,Bird_prob,Owl_prob
GW01_20241201_061500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20241201_061500.wav,None,None,0.348,0.0033,0.0274,0.0265,0.0402,0.0058,0.085,0.1391,0.0028,0.1907,0.0641,0.004
GW01_20241219_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20241219_100000.wav,None,None,0.3432,0.0018,0.0216,0.0036,0.0301,0.0071,0.3868,0.0919,0.0116,0.1179,0.0506,0.0025
GW01_20241212_124500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20241212_124500.wav,None,None,0.2726,0.0034,0.0723,0.0231,0.0364,0.0125,0.3481,0.1733,0.008,0.022,0.0422,0.0095
GW01_20241209_143000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20241209_143000.wav,None,None,0.1494,0.0054,0.0164,0.0698,0.0758,0.005,0.2297,0.0352,0.0039,0.0268,0.0821,0.0009
GW01_20241204_163000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20241204_163000.wav,Cicada,None,0.3568,0.004,0.0544,0.0092,0.043,0.0018,0.5903,0.0146,0.0506,0.0003,0.0121,0.0011
GW01_20241205_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20241205_191500.wav,None,None,0.0904,0.0016,0.0152,0.0518,0.042,0.0021,0.0647,0.0162,0.0015,0.0725,0.0172,0.0006
GWB01_20250125_120000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-009\GW_CheckAudio\GWB01_20250125_120000.wav,None,None,0.3829,0.0018,0.0291,0.0043,0.0326,0.0021,0.2855,0.0289,0.007,0.0336,0.0213,0.0008
GWB01_20250606_133000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250606_133000.wav,None,None,0.1458,0.0081,0.0222,0.1279,0.0764,0.2048,0.3949,0.3408,0.0029,0.0128,0.0171,0.0035
GWB01_20241123_104500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB01_20241123_104500.wav,Speech,None,0.7573,0.003,0.0209,0.0071,0.0422,0.0083,0.0861,0.0651,0.0005,0.0574,0.0712,0.0005
GWB04_20250111_103000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB04_20250111_103000.wav,None,None,0.3792,0.0044,0.0285,0.0448,0.0526,0.0136,0.2947,0.0915,0.0033,0.0165,0.0305,0.0041
GWB04_20250319_104500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB04_20250319_104500.wav,Speech,None,0.5905,0.0028,0.0211,0.0046,0.018,0.0328,0.1944,0.268,0.0039,0.0395,0.023,0.002
GWB04_20250310_170000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB04_20250310_170000.wav,Cicada,None,0.0924,0.0029,0.0069,0.0576,0.0513,0.0257,0.5934,0.0111,0.0005,0.0236,0.0135,0.0004
GWB04_20250624_163000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB04_20250624_163000.wav,None,None,0.2644,0.0037,0.0157,0.041,0.0283,0.0113,0.0616,0.2097,0.0003,0.1144,0.1084,0.0018
GWB04_20241112_091500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB04_20241112_091500.wav,None,None,0.3328,0.0059,0.0182,0.0689,0.0539,0.0366,0.4215,0.0604,0.0057,0.0072,0.0392,0.0107
GWB04_20241208_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB04_20241208_154500.wav,Speech,None,0.533,0.0037,0.0199,0.0213,0.0318,0.2963,0.043,0.0278,0.0002,0.0045,0.0086,0.0051
GWB05_20250302_004500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250302_004500.wav,None,None,0.2656,0.0039,0.0259,0.006,0.0522,0.014,0.0542,0.2131,0.0045,0.0921,0.04,0.0013
GWB05_20250323_041500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB05_20250323_041500.wav,None,None,0.1712,0.0031,0.0246,0.0036,0.0194,0.0294,0.1129,0.0199,0.1698,0.0014,0.0027,0.0026
GWB05_20250317_061500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250317_061500.wav,None,None,0.0356,0.0029,0.0165,0.2192,0.0235,0.002,0.1499,0.0048,0.0031,0.0141,0.0112,0.002
GWB05_20250307_093000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250307_093000.wav,None,None,0.1777,0.0029,0.0173,0.1492,0.022,0.0141,0.0274,0.0142,0.0025,0.0125,0.0142,0.0039
GWB05_20250315_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250315_100000.wav,None,None,0.3495,0.0034,0.0105,0.0232,0.0361,0.0031,0.0641,0.1234,0.0021,0.0867,0.0504,0.0013
GWB05_20250318_131500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250318_131500.wav,None,None,0.0378,0.0025,0.0151,0.0699,0.0323,0.0017,0.1883,0.0143,0.0023,0.0369,0.0148,0.0011
GWB05_20250413_113000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB05_20250413_113000.wav,None,None,0.162,0.003,0.0341,0.0251,0.0154,0.0026,0.2089,0.0263,0.0051,0.0516,0.103,0.0027
GWB05_20250403_121500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB05_20250403_121500.wav,None,None,0.1184,0.0025,0.0181,0.1022,0.0332,0.0023,0.0908,0.0125,0.0018,0.0659,0.0192,0.0019
GWB05_20250410_171500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB05_20250410_171500.wav,None,None,0.0785,0.0037,0.0118,0.0942,0.028,0.0062,0.2367,0.026,0.0022,0.046,0.0218,0.0022
GWB05_20250531_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB05_20250531_010000.wav,None,None,0.1375,0.0027,0.0071,0.0543,0.0123,0.0167,0.0302,0.1029,0.0117,0.0528,0.005,0.0027
GWB05_20250502_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250502_034500.wav,None,None,0.2442,0.0009,0.0136,0.0091,0.0031,0.0204,0.2331,0.1183,0.0019,0.016,0.0256,0.0012
GWB05_20250512_144500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250512_144500.wav,None,None,0.1145,0.0066,0.0315,0.0671,0.0341,0.0073,0.4311,0.0126,0.0034,0.0181,0.0295,0.0061
GWB05_20250529_214500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB05_20250529_214500.wav,None,None,0.067,0.0046,0.0291,0.0586,0.0212,0.0103,0.2587,0.0376,0.0034,0.0344,0.0396,0.0108
GWB05_20250507_230000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250507_230000.wav,None,None,0.1461,0.009,0.028,0.0835,0.0495,0.0129,0.167,0.1037,0.0038,0.0477,0.0654,0.004
GWB05_20250612_004500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250612_004500.wav,None,None,0.0395,0.0025,0.0052,0.0502,0.0267,0.0032,0.017,0.0086,0.0017,0.2803,0.038,0.0005
GWB05_20250608_024500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250608_024500.wav,None,None,0.0566,0.003,0.0308,0.0415,0.0603,0.0024,0.0659,0.0235,0.006,0.1307,0.0272,0.0013
GWB05_20250626_054500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB05_20250626_054500.wav,Cicada,None,0.1114,0.003,0.0057,0.0211,0.016,0.003,0.5153,0.0897,0.0028,0.0637,0.1789,0.0009
GWB05_20250610_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250610_220000.wav,None,None,0.0132,0.0026,0.0228,0.012,0.0288,0.0035,0.0328,0.0148,0.0136,0.2753,0.0167,0.0005
GWB05_20250712_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250712_034500.wav,None,None,0.1605,0.005,0.0234,0.0824,0.0622,0.0045,0.1419,0.031,0.0032,0.0815,0.0488,0.0048
GWB05_20250708_201500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB05_20250708_201500.wav,None,None,0.104,0.0029,0.0193,0.0112,0.0646,0.0013,0.1356,0.0134,0.0058,0.0694,0.0354,0.0008
GWB05_20250723_231500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250723_231500.wav,None,None,0.0599,0.0021,0.0196,0.0147,0.0288,0.0008,0.0965,0.0078,0.0052,0.0646,0.0253,0.0009
GWB05_20241221_224500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB05_20241221_224500.wav,None,None,0.0624,0.0032,0.0214,0.0554,0.0261,0.0024,0.3572,0.0064,0.004,0.0093,0.018,0.0014
GWU04_20250322_103000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWU04_20250322_103000.wav,None,None,0.3511,0.0016,0.0519,0.0192,0.0359,0.0098,0.1943,0.0677,0.0017,0.046,0.0519,0.0022
GWU04_20250306_170000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWU04_20250306_170000.wav,None,None,0.1683,0.0061,0.0149,0.0532,0.0936,0.0034,0.0751,0.0701,0.0016,0.0974,0.1082,0.0019
GWU04_20241109_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWU04_20241109_100000.wav,None,None,0.4872,0.0025,0.0254,0.0207,0.0327,0.0023,0.1507,0.0408,0.001,0.044,0.0227,0.0007
GWU04_20241113_150000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWU04_20241113_150000.wav,None,None,0.3663,0.0027,0.0057,0.0019,0.0696,0.0267,0.321,0.2419,0.0024,0.0964,0.0537,0.003
GWU05_20250325_143000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWU05_20250325_143000.wav,None,None,0.2541,0.0016,0.0057,0.0184,0.0488,0.0036,0.0994,0.0723,0.0033,0.1057,0.0801,0.001
GW01_20250415_214500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20250415_214500.wav,None,None,0.1826,0.0022,0.0832,0.0292,0.0488,0.027,0.3354,0.1619,0.0054,0.0162,0.0135,0.0068
GW01_20250415_221500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20250415_221500.wav,None,None,0.3153,0.0038,0.0456,0.026,0.0616,0.0093,0.1987,0.181,0.0019,0.1555,0.0457,0.005
GW01_20250518_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250518_010000.wav,None,None,0.425,0.0058,0.1176,0.0042,0.0114,0.0828,0.0687,0.1104,0.0318,0.0189,0.0529,0.0136
GW01_20250521_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250521_034500.wav,None,None,0.3327,0.0064,0.0914,0.0332,0.0464,0.0276,0.1724,0.1641,0.0079,0.107,0.0497,0.0182
GW01_20250516_193000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250516_193000.wav,None,None,0.1022,0.0046,0.0284,0.0019,0.0165,0.0136,0.0454,0.1491,0.0224,0.0644,0.2944,0.0022
GW01_20250513_203000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250513_203000.wav,None,None,0.1009,0.0025,0.0424,0.0031,0.0042,0.4596,0.1013,0.1076,0.0978,0.0006,0.0094,0.0153
GW01_20250522_231500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250522_231500.wav,None,None,0.1775,0.0088,0.0659,0.0796,0.0521,0.0329,0.0823,0.0431,0.032,0.0224,0.0868,0.007
GW01_20250609_011500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250609_011500.wav,None,None,0.0169,0.0054,0.0432,0.0053,0.1636,0.045,0.0466,0.1121,0.0182,0.1128,0.1595,0.0021
GW01_20250618_031500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250618_031500.wav,None,None,0.0649,0.0031,0.0365,0.0091,0.0398,0.0024,0.4805,0.0049,0.0194,0.0079,0.0189,0.0009
GW01_20250622_211500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250622_211500.wav,None,None,0.0941,0.0015,0.0237,0.0082,0.0221,0.0032,0.2904,0.0315,0.0101,0.0226,0.037,0.0006
GW01_20250623_221500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250623_221500.wav,None,None,0.0682,0.005,0.0686,0.0146,0.1751,0.0546,0.0989,0.0641,0.0277,0.0309,0.0995,0.002
GW01_20250703_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250703_001500.wav,None,None,0.1518,0.0045,0.0177,0.0028,0.0307,0.0023,0.276,0.0139,0.0166,0.026,0.0671,0.0011
GW01_20250706_020000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250706_020000.wav,None,None,0.0285,0.0024,0.0311,0.0048,0.0238,0.0009,0.42,0.0008,0.0656,0.0019,0.018,0.0004
GW01_20250713_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250713_234500.wav,None,None,0.2041,0.0028,0.0396,0.0183,0.0404,0.0089,0.2131,0.083,0.0029,0.1585,0.0356,0.0035
GW01_20241225_071500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20241225_071500.wav,None,None,0.183,0.0049,0.0142,0.0065,0.0116,0.0082,0.3265,0.0326,0.0038,0.0241,0.0623,0.0005
GWB01_20250616_161500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250616_161500.wav,None,None,0.0979,0.0038,0.0215,0.1358,0.1541,0.0091,0.0652,0.4335,0.0011,0.0638,0.0424,0.0019
GWB01_20250606_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250606_184500.wav,None,None,0.462,0.0079,0.032,0.149,0.1827,0.0466,0.0885,0.2055,0.0007,0.005,0.0269,0.002
GWB01_20250702_181500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB01_20250702_181500.wav,Cicada,None,0.1405,0.0011,0.0144,0.0072,0.021,0.0077,0.7962,0.2365,0.0003,0.0079,0.0215,0.0004
GWB05_20250310_093000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWB05_20250310_093000.wav,None,None,0.114,0.0019,0.003,0.0171,0.026,0.0022,0.4826,0.057,0.0011,0.1183,0.0718,0.0002
GWB05_20250510_003000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250510_003000.wav,None,None,0.1115,0.0032,0.1093,0.0167,0.0091,0.0259,0.2116,0.0303,0.0166,0.0139,0.032,0.0036
GWB05_20250507_021500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250507_021500.wav,None,None,0.0678,0.0023,0.0155,0.0541,0.0067,0.0059,0.1233,0.021,0.0023,0.0115,0.0092,0.0009
GWB05_20250508_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250508_154500.wav,None,None,0.057,0.0033,0.0083,0.1089,0.026,0.0051,0.1036,0.0415,0.0035,0.0549,0.0203,0.0041
GWB05_20250513_161500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB05_20250513_161500.wav,None,None,0.0357,0.0041,0.0126,0.2662,0.0408,0.0046,0.1733,0.0162,0.0026,0.0396,0.0136,0.0042
GWB05_20250501_180000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250501_180000.wav,None,None,0.1767,0.002,0.0207,0.0101,0.0088,0.0094,0.1803,0.4252,0.0017,0.0188,0.0708,0.0008
GWB05_20250507_221500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWB05_20250507_221500.wav,None,None,0.1401,0.0075,0.0163,0.0668,0.0491,0.0074,0.28,0.0531,0.0024,0.0141,0.0611,0.004
GWB05_20250616_074500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250616_074500.wav,None,None,0.0793,0.0022,0.0159,0.0429,0.0103,0.0054,0.1209,0.0941,0.002,0.162,0.0849,0.0018
GWB05_20250620_134500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250620_134500.wav,None,None,0.0762,0.0015,0.0169,0.0045,0.0047,0.0152,0.1206,0.0114,0.0035,0.0126,0.0214,0.0007
GWB05_20250729_070000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250729_070000.wav,None,None,0.0379,0.0037,0.013,0.0756,0.036,0.0073,0.2642,0.0529,0.0027,0.0886,0.0303,0.0032
GWB05_20250711_130000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB05_20250711_130000.wav,None,None,0.0224,0.0034,0.0134,0.139,0.0266,0.0046,0.2545,0.0164,0.0054,0.0499,0.0103,0.004
GWB05_20250716_143000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250716_143000.wav,Cicada,None,0.0559,0.0015,0.0137,0.016,0.0125,0.0013,0.637,0.0055,0.0115,0.01,0.0058,0.0005
GWB05_20250718_163000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250718_163000.wav,Wind,None,0.2116,0.002,0.008,0.0022,0.0817,0.006,0.0599,0.431,0.0027,0.6424,0.1262,0.0006
GWB05_20250725_230000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250725_230000.wav,None,None,0.0323,0.0025,0.0169,0.0816,0.0271,0.0021,0.2547,0.0086,0.0037,0.0614,0.0105,0.0016
GWB05_20241125_081500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB05_20241125_081500.wav,None,None,0.1672,0.0018,0.023,0.0113,0.0275,0.0018,0.1638,0.0635,0.002,0.2905,0.0427,0.0006
GWB05_20241113_111500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWB05_20241113_111500.wav,None,None,0.4601,0.0012,0.0015,0.0169,0.0305,0.0211,0.0231,0.2648,0.0049,0.1147,0.0184,0.0006
GWU02_20250510_013000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU02_20250510_013000.wav,None,None,0.2153,0.0037,0.029,0.0508,0.062,0.0062,0.1311,0.0794,0.004,0.0275,0.0561,0.0018
GWU02_20250519_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250519_100000.wav,None,None,0.2486,0.0047,0.0181,0.0351,0.0458,0.0534,0.0674,0.3063,0.0008,0.042,0.0419,0.0014
GWU02_20250516_130000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250516_130000.wav,None,None,0.1467,0.006,0.0107,0.0174,0.0334,0.0099,0.3695,0.0865,0.0007,0.1188,0.1709,0.0008
GWU02_20250517_150000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250517_150000.wav,None,None,0.2039,0.0017,0.0082,0.0092,0.0067,0.0047,0.042,0.1395,0.0007,0.2478,0.1158,0.0008
GWU02_20250518_161500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250518_161500.wav,None,None,0.1706,0.0025,0.0691,0.0227,0.009,0.0068,0.0334,0.0182,0.0014,0.0428,0.0118,0.0015
GWU02_20250527_180000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250527_180000.wav,None,None,0.192,0.0012,0.0211,0.0036,0.0078,0.0035,0.4922,0.1062,0.0266,0.0038,0.0183,0.0019
GWU02_20250514_200000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250514_200000.wav,None,None,0.0796,0.0021,0.0124,0.084,0.0481,0.0062,0.0826,0.0462,0.0031,0.0314,0.0176,0.0018
GWU02_20250516_223000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250516_223000.wav,None,None,0.0744,0.003,0.0129,0.0122,0.0413,0.009,0.0289,0.1842,0.0044,0.4007,0.0715,0.0009
GWU02_20250601_004500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250601_004500.wav,None,None,0.0338,0.0018,0.0113,0.0761,0.0279,0.0016,0.0777,0.0108,0.0036,0.0463,0.0141,0.0009
GWU02_20250609_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250609_034500.wav,None,None,0.1111,0.002,0.0201,0.0118,0.0163,0.0008,0.1668,0.0125,0.0029,0.0552,0.0167,0.0007
GWU02_20250606_114500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250606_114500.wav,None,None,0.0748,0.0019,0.0052,0.0091,0.0127,0.0021,0.2046,0.0437,0.0031,0.1986,0.0955,0.0004
GWU02_20250614_123000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250614_123000.wav,Insect,None,0.2857,0.0065,0.0029,0.0474,0.0154,0.0085,0.3537,0.5965,0.0005,0.0551,0.0509,0.0018
GWU02_20250608_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250608_154500.wav,None,None,0.3493,0.0021,0.0152,0.0054,0.0213,0.003,0.2211,0.0407,0.0022,0.0287,0.1014,0.0007
GWU02_20250626_161500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU02_20250626_161500.wav,Speech,None,0.5709,0.0017,0.0045,0.0047,0.0153,0.0048,0.4008,0.2951,0.0165,0.1003,0.0835,0.0012
GWU02_20250629_203000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU02_20250629_203000.wav,None,None,0.0507,0.0023,0.0202,0.0376,0.0649,0.0025,0.1386,0.0264,0.0036,0.0608,0.03,0.0009
GWU02_20250614_223000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250614_223000.wav,None,None,0.4013,0.0019,0.128,0.0112,0.0128,0.0115,0.1991,0.0312,0.007,0.0151,0.0257,0.0065
GW01_20250315_021500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250315_021500.wav,None,None,0.1007,0.0071,0.0791,0.0331,0.0704,0.0421,0.2233,0.1474,0.0063,0.0446,0.0908,0.0112
GW03_20250308_014500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW03_20250308_014500.wav,None,None,0.4643,0.0029,0.0415,0.0248,0.0697,0.0491,0.2305,0.4398,0.0208,0.0003,0.0073,0.0085
GW03_20250329_023000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW03_20250329_023000.wav,Cicada,None,0.1482,0.0033,0.0655,0.0078,0.04,0.0073,0.7608,0.0203,0.0211,0.0061,0.0116,0.0038
GW03_20250414_004500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW03_20250414_004500.wav,None,None,0.3938,0.0028,0.0288,0.0391,0.0536,0.0074,0.1487,0.0814,0.0091,0.0222,0.0375,0.0067
GW03_20250404_024500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW03_20250404_024500.wav,None,None,0.2762,0.0016,0.015,0.0123,0.1816,0.0062,0.0301,0.2729,0.0028,0.0328,0.0285,0.0004
GW03_20250415_183000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW03_20250415_183000.wav,None,None,0.2788,0.0064,0.0615,0.0693,0.0831,0.0423,0.3286,0.3526,0.0083,0.0337,0.0716,0.0218
GW03_20250407_210000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW03_20250407_210000.wav,None,None,0.2896,0.0009,0.0079,0.0296,0.0362,0.022,0.0294,0.3599,0.0027,0.0034,0.0028,0.0014
GW03_20250407_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW03_20250407_220000.wav,Speech,None,0.5131,0.0029,0.0361,0.0086,0.0486,0.0876,0.3223,0.4287,0.0144,0.0104,0.0113,0.0111
GW03_20250509_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW03_20250509_001500.wav,None,None,0.2246,0.0021,0.0538,0.0186,0.0234,0.0111,0.0753,0.0631,0.0091,0.0379,0.0305,0.004
GW03_20250509_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW03_20250509_034500.wav,None,None,0.0751,0.001,0.0286,0.0227,0.0557,0.066,0.1627,0.4415,0.0036,0.0012,0.0036,0.0035
GW03_20250530_210000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW03_20250530_210000.wav,None,None,0.1097,0.0054,0.0459,0.0503,0.1154,0.0064,0.1843,0.0306,0.0147,0.0187,0.0365,0.0038
